rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
288,L0288,Caledonia Mills Fe Prospect,F05-026,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9671_10125,13,325.0,27,1.0,,,45.48044,-61.8132,-9673_10125;-9672_10124;-9672_10125;-9672_10126;-9671_10123;-9671_10124;-9671_10125;-9671_10126;-9671_10127;-9670_10124;-9670_10125;-9670_10126;-9669_10125,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F05-026,
289,L0289,Doyle Fe Mine,F05-033,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9662_10123,13,325.0,27,1.0,,,45.46822,-61.75621,-9664_10123;-9663_10122;-9663_10123;-9663_10124;-9662_10121;-9662_10122;-9662_10123;-9662_10124;-9662_10125;-9661_10122;-9661_10123;-9661_10124;-9660_10123,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F05-033,
290,L0290,"Lazy Head W, Cu, Zn, Mn Prospect",F06-007,Other metallic,Met,"W, Cu, Zn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9556_10096,13,325.0,27,1.0,,,45.34841,-61.07636,-9558_10096;-9557_10095;-9557_10096;-9557_10097;-9556_10094;-9556_10095;-9556_10096;-9556_10097;-9556_10098;-9555_10095;-9555_10096;-9555_10097;-9554_10096,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F06-007,
291,L0291,"Toms Brook (Hay Cove)  Fe, Mn, Cu Occurrence",F10-006,Other metallic,Met,"Fe, Mn, Cu, Co, Ni",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9497_10185,13,325.0,27,1.0,,,45.74854,-60.70148,-9499_10185;-9498_10184;-9498_10185;-9498_10186;-9497_10183;-9497_10184;-9497_10185;-9497_10186;-9497_10187;-9496_10184;-9496_10185;-9496_10186;-9495_10185,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F10-006,
292,L0292,"Toms Brook (Hay Cove)  Fe, Mn, Cu Occurrence",F10-006,Other metallic,Met,"Fe, Mn, Cu, Co, Ni",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9498_10185,13,325.0,27,1.0,,,45.74866,-60.7034,-9500_10185;-9499_10184;-9499_10185;-9499_10186;-9498_10183;-9498_10184;-9498_10185;-9498_10186;-9498_10187;-9497_10184;-9497_10185;-9497_10186;-9496_10185,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F10-006,
293,L0293,"Toms Brook (Hay Cove)  Fe, Mn, Cu Occurrence",F10-006,Other metallic,Met,"Fe, Mn, Cu, Co, Ni",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9497_10185,13,325.0,27,1.0,,,45.74845,-60.70187,-9499_10185;-9498_10184;-9498_10185;-9498_10186;-9497_10183;-9497_10184;-9497_10185;-9497_10186;-9497_10187;-9496_10184;-9496_10185;-9496_10186;-9495_10185,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F10-006,
294,L0294,"Sugar Camp Pb, Zn, Cu, Ba, Sr Prospect",F11-001,Other metallic,Met,"Pb, Zn, Ba, Cu, Sr, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9591_10179,13,325.0,27,1.0,,,45.7224,-61.30164,-9593_10179;-9592_10178;-9592_10179;-9592_10180;-9591_10177;-9591_10178;-9591_10179;-9591_10180;-9591_10181;-9590_10178;-9590_10179;-9590_10180;-9589_10179,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-001,
295,L0295,Eastville Zn Prospect,E07-021,Other metallic,Met,"Zn, Pb",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9832_10077,13,325.0,27,1.0,,,45.26433,-62.84191,-9834_10077;-9833_10076;-9833_10077;-9833_10078;-9832_10075;-9832_10076;-9832_10077;-9832_10078;-9832_10079;-9831_10076;-9831_10077;-9831_10078;-9830_10077,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-021,
296,L0296,Eastville Zn Prospect,E07-021,Other metallic,Met,"Zn, Pb",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9835_10076,13,325.0,27,1.0,,,45.25896,-62.86207,-9837_10076;-9836_10075;-9836_10076;-9836_10077;-9835_10074;-9835_10075;-9835_10076;-9835_10077;-9835_10078;-9834_10075;-9834_10076;-9834_10077;-9833_10076,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-021,
297,L0297,"Black Rock Cu, Ba Prospect",E07-026,Other metallic,Met,"Cu, Ba",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9785_10110,13,325.0,27,1.0,,,45.41014,-62.53812,-9787_10110;-9786_10109;-9786_10110;-9786_10111;-9785_10108;-9785_10109;-9785_10110;-9785_10111;-9785_10112;-9784_10109;-9784_10110;-9784_10111;-9783_10110,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-026,
298,L0298,Rear Judique South Barite Prospect,F14-043,Other metallic,Met,"Ba, F",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9617_10213,13,325.0,27,1.0,,,45.87402,-61.46327,-9619_10213;-9618_10212;-9618_10213;-9618_10214;-9617_10211;-9617_10212;-9617_10213;-9617_10214;-9617_10215;-9616_10212;-9616_10213;-9616_10214;-9615_10213,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-043,
299,L0299,"MacVicar Fe, Mn Prospect",F15-004,Other metallic,Met,"Fe, Mn, Pb, Zn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9474_10197,13,325.0,27,1.0,,,45.8019,-60.54897,-9476_10197;-9475_10196;-9475_10197;-9475_10198;-9474_10195;-9474_10196;-9474_10197;-9474_10198;-9474_10199;-9473_10196;-9473_10197;-9473_10198;-9472_10197,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-004,
300,L0300,"MacVicar Fe, Mn Prospect",F15-004,Other metallic,Met,"Fe, Mn, Pb, Zn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9474_10197,13,325.0,27,1.0,,,45.8019,-60.54897,-9476_10197;-9475_10196;-9475_10197;-9475_10198;-9474_10195;-9474_10196;-9474_10197;-9474_10198;-9474_10199;-9473_10196;-9473_10197;-9473_10198;-9472_10197,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-004,
301,L0301,Eskasoni  Fe Prospect,F15-006,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9481_10232,13,325.0,27,1.0,,,45.9618,-60.59833,-9483_10232;-9482_10231;-9482_10232;-9482_10233;-9481_10230;-9481_10231;-9481_10232;-9481_10233;-9481_10234;-9480_10231;-9480_10232;-9480_10233;-9479_10232,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-006,
302,L0302,"Sugar Camp Pb, Zn, Cu, Ba, Sr Prospect",F11-001,Other metallic,Met,"Pb, Zn, Ba, Cu, Sr, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9596_10179,13,325.0,27,1.0,,,45.72213,-61.33224,-9598_10179;-9597_10178;-9597_10179;-9597_10180;-9596_10177;-9596_10178;-9596_10179;-9596_10180;-9596_10181;-9595_10178;-9595_10179;-9595_10180;-9594_10179,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-001,
303,L0303,"Sugar Camp Pb, Zn, Cu, Ba, Sr Prospect",F11-001,Other metallic,Met,"Pb, Zn, Ba, Cu, Sr, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9593_10172,13,325.0,27,1.0,,,45.69174,-61.30977,-9595_10172;-9594_10171;-9594_10172;-9594_10173;-9593_10170;-9593_10171;-9593_10172;-9593_10173;-9593_10174;-9592_10171;-9592_10172;-9592_10173;-9591_10172,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-001,
304,L0304,"Sugar Camp Pb, Zn, Cu, Ba, Sr Prospect",F11-001,Other metallic,Met,"Pb, Zn, Ba, Cu, Sr, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9592_10173,13,325.0,27,1.0,,,45.69687,-61.30357,-9594_10173;-9593_10172;-9593_10173;-9593_10174;-9592_10171;-9592_10172;-9592_10173;-9592_10174;-9592_10175;-9591_10172;-9591_10173;-9591_10174;-9590_10173,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-001,
305,L0305,"Sugar Camp Pb, Zn, Cu, Ba, Sr Prospect",F11-001,Other metallic,Met,"Pb, Zn, Ba, Cu, Sr, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9591_10177,13,325.0,27,1.0,,,45.71146,-61.29799,-9593_10177;-9592_10176;-9592_10177;-9592_10178;-9591_10175;-9591_10176;-9591_10177;-9591_10178;-9591_10179;-9590_10176;-9590_10177;-9590_10178;-9589_10177,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-001,
306,L0306,"Sugar Camp Pb, Zn, Cu, Ba, Sr Prospect",F11-001,Other metallic,Met,"Pb, Zn, Ba, Cu, Sr, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9601_10170,13,325.0,27,1.0,,,45.68055,-61.36288,-9603_10170;-9602_10169;-9602_10170;-9602_10171;-9601_10168;-9601_10169;-9601_10170;-9601_10171;-9601_10172;-9600_10169;-9600_10170;-9600_10171;-9599_10170,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-001,
307,L0307,West Bay Fe Occurrence,F11-003,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9548_10181,13,325.0,27,1.0,,,45.72859,-61.02565,-9550_10181;-9549_10180;-9549_10181;-9549_10182;-9548_10179;-9548_10180;-9548_10181;-9548_10182;-9548_10183;-9547_10180;-9547_10181;-9547_10182;-9546_10181,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-003,
308,L0308,West Bay Fe Occurrence,F11-003,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9548_10179,13,325.0,27,1.0,,,45.72278,-61.0229,-9550_10179;-9549_10178;-9549_10179;-9549_10180;-9548_10177;-9548_10178;-9548_10179;-9548_10180;-9548_10181;-9547_10178;-9547_10179;-9547_10180;-9546_10179,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-003,
309,L0309,West Bay Fe Occurrence,F11-003,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9546_10178,13,325.0,27,1.0,,,45.71947,-61.01364,-9548_10178;-9547_10177;-9547_10178;-9547_10179;-9546_10176;-9546_10177;-9546_10178;-9546_10179;-9546_10180;-9545_10177;-9545_10178;-9545_10179;-9544_10178,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-003,
310,L0310,West Bay Fe Occurrence,F11-003,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9557_10170,13,325.0,27,1.0,,,45.68313,-61.08389,-9559_10170;-9558_10169;-9558_10170;-9558_10171;-9557_10168;-9557_10169;-9557_10170;-9557_10171;-9557_10172;-9556_10169;-9556_10170;-9556_10171;-9555_10170,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F11-003,
311,L0311,"French Road Fe, Cu, Pb, Zn Prospect",F16-005,Other metallic,Met,"Cu, Co, Bi, Zn, As, Pb, Sn, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9418_10222,13,325.0,27,1.0,,,45.91688,-60.19534,-9420_10222;-9419_10221;-9419_10222;-9419_10223;-9418_10220;-9418_10221;-9418_10222;-9418_10223;-9418_10224;-9417_10221;-9417_10222;-9417_10223;-9416_10222,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-005,
312,L0312,Breac Brook Hematite Prospect (Big Pond),F16-012,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9464_10224,13,325.0,27,1.0,,,45.92275,-60.48987,-9466_10224;-9465_10223;-9465_10224;-9465_10225;-9464_10222;-9464_10223;-9464_10224;-9464_10225;-9464_10226;-9463_10223;-9463_10224;-9463_10225;-9462_10224,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-012,
313,L0313,Breac Brook Hematite Prospect (Big Pond),F16-012,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9466_10223,13,325.0,27,1.0,,,45.91978,-60.49826,-9468_10223;-9467_10222;-9467_10223;-9467_10224;-9466_10221;-9466_10222;-9466_10223;-9466_10224;-9466_10225;-9465_10222;-9465_10223;-9465_10224;-9464_10223,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-012,
314,L0314,Big Glenn Pb Prospect,F16-016,Other metallic,Met,Pb,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9460_10202,13,325.0,27,1.0,,,45.82679,-60.46471,-9462_10202;-9461_10201;-9461_10202;-9461_10203;-9460_10200;-9460_10201;-9460_10202;-9460_10203;-9460_10204;-9459_10201;-9459_10202;-9459_10203;-9458_10202,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-016,
315,L0315,"Camerons Mountain Au, As, Pb, Cu Occurrence",F14-017,Other metallic,Met,"Au, As, Pb, Cu",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9598_10204,13,325.0,27,1.0,,,45.83471,-61.34317,-9600_10204;-9599_10203;-9599_10204;-9599_10205;-9598_10202;-9598_10203;-9598_10204;-9598_10205;-9598_10206;-9597_10203;-9597_10204;-9597_10205;-9596_10204,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-017,
316,L0316,"Camerons Mountain Au, As, Pb, Cu Occurrence",F14-017,Other metallic,Met,"Au, As, Pb, Cu",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9598_10204,13,325.0,27,1.0,,,45.83461,-61.3424,-9600_10204;-9599_10203;-9599_10204;-9599_10205;-9598_10202;-9598_10203;-9598_10204;-9598_10205;-9598_10206;-9597_10203;-9597_10204;-9597_10205;-9596_10204,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-017,
317,L0317,"Camerons Mountain Au, As, Pb, Cu Occurrence",F14-017,Other metallic,Met,"Au, As, Pb, Cu",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9597_10204,13,325.0,27,1.0,,,45.83333,-61.34115,-9599_10204;-9598_10203;-9598_10204;-9598_10205;-9597_10202;-9597_10203;-9597_10204;-9597_10205;-9597_10206;-9596_10203;-9596_10204;-9596_10205;-9595_10204,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-017,
318,L0318,Rear Judique South Barite Prospect,F14-043,Other metallic,Met,"Ba, F",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9616_10215,13,325.0,27,1.0,,,45.88162,-61.45971,-9618_10215;-9617_10214;-9617_10215;-9617_10216;-9616_10213;-9616_10214;-9616_10215;-9616_10216;-9616_10217;-9615_10214;-9615_10215;-9615_10216;-9614_10215,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-043,
319,L0319,Rear Judique South Barite Prospect,F14-043,Other metallic,Met,"Ba, F",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9616_10213,13,325.0,27,1.0,,,45.87228,-61.46112,-9618_10213;-9617_10212;-9617_10213;-9617_10214;-9616_10211;-9616_10212;-9616_10213;-9616_10214;-9616_10215;-9615_10212;-9615_10213;-9615_10214;-9614_10213,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F14-043,
320,L0320,Stewiacke River Au Prospect,E07-063,Other metallic,Met,Au,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9839_10089,13,325.0,27,1.0,,,45.31593,-62.88584,-9841_10089;-9840_10088;-9840_10089;-9840_10090;-9839_10087;-9839_10088;-9839_10089;-9839_10090;-9839_10091;-9838_10088;-9838_10089;-9838_10090;-9837_10089,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-063,
321,L0321,Moose River Cu Prospect,E08-001,Other metallic,Met,"Cu, Fe, Mn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9752_10117,13,325.0,27,1.0,,,45.44529,-62.32888,-9754_10117;-9753_10116;-9753_10117;-9753_10118;-9752_10115;-9752_10116;-9752_10117;-9752_10118;-9752_10119;-9751_10116;-9751_10117;-9751_10118;-9750_10117,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E08-001,
322,L0322,Gairloch Fe Prospect,E07-017,Other metallic,Met,"Fe, Mn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9831_10123,13,325.0,27,1.0,,,45.47135,-62.83206,-9833_10123;-9832_10122;-9832_10123;-9832_10124;-9831_10121;-9831_10122;-9831_10123;-9831_10124;-9831_10125;-9830_10122;-9830_10123;-9830_10124;-9829_10123,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-017,
323,L0323,Gairloch Fe Prospect,E07-017,Other metallic,Met,"Fe, Mn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9829_10121,13,325.0,27,1.0,,,45.46237,-62.81974,-9831_10121;-9830_10120;-9830_10121;-9830_10122;-9829_10119;-9829_10120;-9829_10121;-9829_10122;-9829_10123;-9828_10120;-9828_10121;-9828_10122;-9827_10121,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-017,
324,L0324,Glengarry Mn Prospect,E07-019,Other metallic,Met,Mn,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9824_10110,13,325.0,27,1.0,,,45.41141,-62.78604,-9826_10110;-9825_10109;-9825_10110;-9825_10111;-9824_10108;-9824_10109;-9824_10110;-9824_10111;-9824_10112;-9823_10109;-9823_10110;-9823_10111;-9822_10110,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-019,
325,L0325,Jessie Grants Pits,E07-020,Other metallic,Met-Ind,"Fe, Coal",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met-Ind). Deposit itself unclaimed.,,-9815_10119,13,325.0,27,1.0,,,45.45081,-62.73192,-9817_10119;-9816_10118;-9816_10119;-9816_10120;-9815_10117;-9815_10118;-9815_10119;-9815_10120;-9815_10121;-9814_10118;-9814_10119;-9814_10120;-9813_10119,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-020,
326,L0326,Eastville Zn Prospect,E07-021,Other metallic,Met,"Zn, Pb",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9819_10083,13,325.0,27,1.0,,,45.29028,-62.75575,-9821_10083;-9820_10082;-9820_10083;-9820_10084;-9819_10081;-9819_10082;-9819_10083;-9819_10084;-9819_10085;-9818_10082;-9818_10083;-9818_10084;-9817_10083,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-021,
327,L0327,"Terra Nova Pb, Zn Prospect",F15-011,Other metallic,Met,"Pb, Zn",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9474_10208,13,325.0,27,1.0,,,45.85256,-60.55242,-9476_10208;-9475_10207;-9475_10208;-9475_10209;-9474_10206;-9474_10207;-9474_10208;-9474_10209;-9474_10210;-9473_10207;-9473_10208;-9473_10209;-9472_10208,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-011,
328,L0328,Ben Eoin Fe Prospect,F15-025,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9468_10227,13,325.0,27,1.0,,,45.93544,-60.51046,-9470_10227;-9469_10226;-9469_10227;-9469_10228;-9468_10225;-9468_10226;-9468_10227;-9468_10228;-9468_10229;-9467_10226;-9467_10227;-9467_10228;-9466_10227,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F15-025,
329,L0329,"Kennington Cove Cu, Pb, Zn Prospect",F16-004,Other metallic,Met,"Cu, Pb, Zn, Bi, Mo",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9400_10216,13,325.0,27,1.0,,,45.88604,-60.08155,-9402_10216;-9401_10215;-9401_10216;-9401_10217;-9400_10214;-9400_10215;-9400_10216;-9400_10217;-9400_10218;-9399_10215;-9399_10216;-9399_10217;-9398_10216,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-004,
330,L0330,"Kennington Cove Cu, Pb, Zn Prospect",F16-004,Other metallic,Met,"Cu, Pb, Zn, Bi, Mo",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9398_10217,13,325.0,27,1.0,,,45.89188,-60.06706,-9400_10217;-9399_10216;-9399_10217;-9399_10218;-9398_10215;-9398_10216;-9398_10217;-9398_10218;-9398_10219;-9397_10216;-9397_10217;-9397_10218;-9396_10217,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-004,
331,L0331,"French Road Fe, Cu, Pb, Zn Prospect",F16-005,Other metallic,Met,"Cu, Co, Bi, Zn, As, Pb, Sn, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9420_10221,13,325.0,27,1.0,,,45.91026,-60.20806,-9422_10221;-9421_10220;-9421_10221;-9421_10222;-9420_10219;-9420_10220;-9420_10221;-9420_10222;-9420_10223;-9419_10220;-9419_10221;-9419_10222;-9418_10221,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-005,
332,L0332,"French Road Fe, Cu, Pb, Zn Prospect",F16-005,Other metallic,Met,"Cu, Co, Bi, Zn, As, Pb, Sn, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9420_10221,13,325.0,27,1.0,,,45.90958,-60.2059,-9422_10221;-9421_10220;-9421_10221;-9421_10222;-9420_10219;-9420_10220;-9420_10221;-9420_10222;-9420_10223;-9419_10220;-9419_10221;-9419_10222;-9418_10221,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-005,
333,L0333,"French Road Fe, Cu, Pb, Zn Prospect",F16-005,Other metallic,Met,"Cu, Co, Bi, Zn, As, Pb, Sn, Ag",Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9417_10223,13,325.0,27,1.0,,,45.91986,-60.18449,-9419_10223;-9418_10222;-9418_10223;-9418_10224;-9417_10221;-9417_10222;-9417_10223;-9417_10224;-9417_10225;-9416_10222;-9416_10223;-9416_10224;-9415_10223,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=F16-005,
334,L0334,Cullen's Fe Mine,E07-029,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9810_10108,13,325.0,27,1.0,,,45.40177,-62.70238,-9812_10108;-9811_10107;-9811_10108;-9811_10109;-9810_10106;-9810_10107;-9810_10108;-9810_10109;-9810_10110;-9809_10107;-9809_10108;-9809_10109;-9808_10108,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-029,
335,L0335,Cullen's Fe Mine,E07-029,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9811_10108,13,325.0,27,1.0,,,45.4021,-62.70366,-9813_10108;-9812_10107;-9812_10108;-9812_10109;-9811_10106;-9811_10107;-9811_10108;-9811_10109;-9811_10110;-9810_10107;-9810_10108;-9810_10109;-9809_10108,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-029,
336,L0336,Cullen's Fe Mine,E07-029,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9811_10108,13,325.0,27,1.0,,,45.40197,-62.70839,-9813_10108;-9812_10107;-9812_10108;-9812_10109;-9811_10106;-9811_10107;-9811_10108;-9811_10109;-9811_10110;-9810_10107;-9810_10108;-9810_10109;-9809_10108,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-029,
337,L0337,Marshdale School Specularite Prospect,E07-030,Other metallic,Met,Fe,Prospect,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Prospect (Met). Deposit itself unclaimed.,,-9817_10120,13,325.0,27,1.0,,,45.45773,-62.74555,-9819_10120;-9818_10119;-9818_10120;-9818_10121;-9817_10118;-9817_10119;-9817_10120;-9817_10121;-9817_10122;-9816_10119;-9816_10120;-9816_10121;-9815_10120,https://gesner.novascotia.ca/modb/queryView/singlereport.aspx?Occ_number=E07-030,
