rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
1,L0001,Gods Lake #2,MBMINE-Gods Lake #2,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12662_12171,13,325.0,47,1.0,,2000.0,54.6682,-94.18449,-12664_12171;-12663_12170;-12663_12171;-12663_12172;-12662_12169;-12662_12170;-12662_12171;-12662_12172;-12662_12173;-12661_12170;-12661_12171;-12661_12172;-12660_12171,,
2,L0002,Gods Lake #1,MBMINE-Gods Lake #1,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12658_12171,13,325.0,47,1.0,,2000.0,54.6693,-94.1566,-12660_12171;-12659_12170;-12659_12171;-12659_12172;-12658_12169;-12658_12170;-12658_12171;-12658_12172;-12658_12173;-12657_12170;-12657_12171;-12657_12172;-12656_12171,,
3,L0003,Lynn Lake Mine,MBMINE-Lynn Lake Mine,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13586_12654,13,325.0,47,1.0,,2000.0,56.83617,-101.05834,-13588_12654;-13587_12653;-13587_12654;-13587_12655;-13586_12652;-13586_12653;-13586_12654;-13586_12655;-13586_12656;-13585_12653;-13585_12654;-13585_12655;-13584_12654,,
4,L0004,Snow Lake Mine,MBMINE-Snow Lake Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13447_12214,13,325.0,47,1.0,,2000.0,54.86001,-100.03001,-13449_12214;-13448_12213;-13448_12214;-13448_12215;-13447_12212;-13447_12213;-13447_12214;-13447_12215;-13447_12216;-13446_12213;-13446_12214;-13446_12215;-13445_12214,,
5,L0005,Kelsey Gold Mine,MBMINE-Kelsey Gold Mine,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13641_12157,13,325.0,47,1.0,,2006.0,54.60435,-101.47034,-13643_12157;-13642_12156;-13642_12157;-13642_12158;-13641_12155;-13641_12156;-13641_12157;-13641_12158;-13641_12159;-13640_12156;-13640_12157;-13640_12158;-13639_12157,,
6,L0006,Dumbarton Shaft #2,MBMINE-Dumbarton Shaft #2,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12830_11236,13,325.0,42,1.0,,1990.0,50.46929,-95.43924,-12832_11236;-12831_11235;-12831_11236;-12831_11237;-12830_11234;-12830_11235;-12830_11236;-12830_11237;-12830_11238;-12829_11235;-12829_11236;-12829_11237;-12828_11236,,
7,L0007,Centennial Mine,MBMINE-Centennial Mine,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13668_12179,13,325.0,42,1.0,,1990.0,54.70402,-101.67393,-13670_12179;-13669_12178;-13669_12179;-13669_12180;-13668_12177;-13668_12178;-13668_12179;-13668_12180;-13668_12181;-13667_12178;-13667_12179;-13667_12180;-13666_12179,,
8,L0008,Dumbarton Pit (Maskwa Open Pit),MBMINE-Dumbarton Pit (Maskwa Open Pit),Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12833_11235,13,325.0,42,1.0,,1990.0,50.46313,-95.45708,-12835_11235;-12834_11234;-12834_11235;-12834_11236;-12833_11233;-12833_11234;-12833_11235;-12833_11236;-12833_11237;-12832_11234;-12832_11235;-12832_11236;-12831_11235,,
9,L0009,York Shaft,MBMINE-York Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12875_11365,13,325.0,42,1.0,,1990.0,51.04741,-95.7701,-12877_11365;-12876_11364;-12876_11365;-12876_11366;-12875_11363;-12875_11364;-12875_11365;-12875_11366;-12875_11367;-12874_11364;-12874_11365;-12874_11366;-12873_11365,,
10,L0010,Betty Shaft,MBMINE-Betty Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12915_11384,13,325.0,42,1.0,,1990.0,51.13324,-96.07022,-12917_11384;-12916_11383;-12916_11384;-12916_11385;-12915_11382;-12915_11383;-12915_11384;-12915_11385;-12915_11386;-12914_11383;-12914_11384;-12914_11385;-12913_11384,,
11,L0011,Deep Pit,MBMINE-Deep Pit,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12907_11373,13,325.0,42,1.0,,1990.0,51.08654,-96.00749,-12909_11373;-12908_11372;-12908_11373;-12908_11374;-12907_11371;-12907_11372;-12907_11373;-12907_11374;-12907_11375;-12906_11372;-12906_11373;-12906_11374;-12905_11373,,
12,L0012,Dumbarton Shaft #1,MBMINE-Dumbarton Shaft #1,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12830_11236,13,325.0,42,1.0,,1990.0,50.46915,-95.43779,-12832_11236;-12831_11235;-12831_11236;-12831_11237;-12830_11234;-12830_11235;-12830_11236;-12830_11237;-12830_11238;-12829_11235;-12829_11236;-12829_11237;-12828_11236,,
13,L0013,Dumbarton Shaft #4,MBMINE-Dumbarton Shaft #4,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12831_11236,13,325.0,42,1.0,,1990.0,50.46938,-95.44413,-12833_11236;-12832_11235;-12832_11236;-12832_11237;-12831_11234;-12831_11235;-12831_11236;-12831_11237;-12831_11238;-12830_11235;-12830_11236;-12830_11237;-12829_11236,,
14,L0014,Walton Shaft,MBMINE-Walton Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12820_11333,13,325.0,42,1.0,,1990.0,50.90461,-95.36277,-12822_11333;-12821_11332;-12821_11333;-12821_11334;-12820_11331;-12820_11332;-12820_11333;-12820_11334;-12820_11335;-12819_11332;-12819_11333;-12819_11334;-12818_11333,,
15,L0015,Dumbarton Mine,MBMINE-Dumbarton Mine,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12831_11236,13,325.0,42,1.0,,1990.0,50.47003,-95.44314,-12833_11236;-12832_11235;-12832_11236;-12832_11237;-12831_11234;-12831_11235;-12831_11236;-12831_11237;-12831_11238;-12830_11235;-12830_11236;-12830_11237;-12829_11236,,
16,L0016,Jeep Mine Shaft,MBMINE-Jeep Mine Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12838_11363,13,325.0,42,1.0,,1990.0,51.03961,-95.49386,-12840_11363;-12839_11362;-12839_11363;-12839_11364;-12838_11361;-12838_11362;-12838_11363;-12838_11364;-12838_11365;-12837_11362;-12837_11363;-12837_11364;-12836_11363,,
17,L0017,Dumbarton Shaft #3,MBMINE-Dumbarton Shaft #3,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12829_11236,13,325.0,42,1.0,,1990.0,50.4708,-95.42941,-12831_11236;-12830_11235;-12830_11236;-12830_11237;-12829_11234;-12829_11235;-12829_11236;-12829_11237;-12829_11238;-12828_11235;-12828_11236;-12828_11237;-12827_11236,,
18,L0018,Conley Shaft,MBMINE-Conley Shaft,Other metallic,Met,"Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12821_11356,12,300.0,42,1.0,,1990.0,51.0068,-95.36891,-12823_11356;-12822_11355;-12822_11356;-12822_11357;-12821_11355;-12821_11356;-12821_11357;-12821_11358;-12820_11355;-12820_11356;-12820_11357;-12819_11356,,
19,L0019,Dickstone Shaft,MBMINE-Dickstone Shaft,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13509_12212,13,325.0,34,1.0,,1980.0,54.85501,-100.49001,-13511_12212;-13510_12211;-13510_12212;-13510_12213;-13509_12210;-13509_12211;-13509_12212;-13509_12213;-13509_12214;-13508_12211;-13508_12212;-13508_12213;-13507_12212,,
20,L0020,Brooklyn 2000 Shaft,MBMINE-Brooklyn 2000 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12854_11349,13,325.0,34,1.0,,1985.0,50.97777,-95.61546,-12856_11349;-12855_11348;-12855_11349;-12855_11350;-12854_11347;-12854_11348;-12854_11349;-12854_11350;-12854_11351;-12853_11348;-12853_11349;-12853_11350;-12852_11349,,
21,L0021,Tene No.6 Stope Shaft,MBMINE-Tene No.6 Stope Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12815_11332,13,325.0,34,1.0,,1980.0,50.90086,-95.32558,-12817_11332;-12816_11331;-12816_11332;-12816_11333;-12815_11330;-12815_11331;-12815_11332;-12815_11333;-12815_11334;-12814_11331;-12814_11332;-12814_11333;-12813_11332,,
22,L0022,Fox Mine,MBMINE-Fox Mine,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13665_12608,13,325.0,34,1.0,,1988.0,56.6305,-101.6486,-13667_12608;-13666_12607;-13666_12608;-13666_12609;-13665_12606;-13665_12607;-13665_12608;-13665_12609;-13665_12610;-13664_12607;-13664_12608;-13664_12609;-13663_12608,,
23,L0023,Manibridge Mine,MBMINE-Manibridge Mine,Other metallic,Met,"Ni, Cu",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13287_12179,13,325.0,34,1.0,,1984.0,54.70547,-98.83449,-13289_12179;-13288_12178;-13288_12179;-13288_12180;-13287_12177;-13287_12178;-13287_12179;-13287_12180;-13287_12181;-13286_12178;-13286_12179;-13286_12180;-13285_12179,,
24,L0024,Pipe 2 Shaft,MBMINE-Pipe 2 Shaft,Other metallic,Met,"Ni, Cu, So",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13196_12355,13,325.0,34,1.0,,1986.0,55.49586,-98.16256,-13198_12355;-13197_12354;-13197_12355;-13197_12356;-13196_12353;-13196_12354;-13196_12355;-13196_12356;-13196_12357;-13195_12354;-13195_12355;-13195_12356;-13194_12355,,
25,L0025,Tene No.6 Shaft & Raise,MBMINE-Tene No.6 Shaft & Raise,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12815_11332,13,325.0,34,1.0,,1980.0,50.90143,-95.32396,-12817_11332;-12816_11331;-12816_11332;-12816_11333;-12815_11330;-12815_11331;-12815_11332;-12815_11333;-12815_11334;-12814_11331;-12814_11332;-12814_11333;-12813_11332,,
26,L0026,Fox Mine Shaft #2,MBMINE-Fox Mine Shaft #2,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13666_12609,13,325.0,34,1.0,,1988.0,56.63791,-101.65481,-13668_12609;-13667_12608;-13667_12609;-13667_12610;-13666_12607;-13666_12608;-13666_12609;-13666_12610;-13666_12611;-13665_12608;-13665_12609;-13665_12610;-13664_12609,,
27,L0027,Fox Mine Shaft #1,MBMINE-Fox Mine Shaft #1,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13664_12607,13,325.0,34,1.0,,1988.0,56.62798,-101.64066,-13666_12607;-13665_12606;-13665_12607;-13665_12608;-13664_12605;-13664_12606;-13664_12607;-13664_12608;-13664_12609;-13663_12606;-13663_12607;-13663_12608;-13662_12607,,
28,L0028,Schist Lake,MBMINE-Schist Lake,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13689_12181,13,325.0,34,1.0,,1980.0,54.71431,-101.82354,-13691_12181;-13690_12180;-13690_12181;-13690_12182;-13689_12179;-13689_12180;-13689_12181;-13689_12182;-13689_12183;-13688_12180;-13688_12181;-13688_12182;-13687_12181,,
29,L0029,Brooklyn 1000 Shaft,MBMINE-Brooklyn 1000 Shaft,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12854_11350,13,325.0,34,1.0,,1985.0,50.98019,-95.61621,-12856_11350;-12855_11349;-12855_11350;-12855_11351;-12854_11348;-12854_11349;-12854_11350;-12854_11351;-12854_11352;-12853_11349;-12853_11350;-12853_11351;-12852_11350,,
30,L0030,Lotus Mine,MBMINE-Lotus Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12920_11387,13,325.0,34,1.0,,1986.0,51.14885,-96.10811,-12922_11387;-12921_11386;-12921_11387;-12921_11388;-12920_11385;-12920_11386;-12920_11387;-12920_11388;-12920_11389;-12919_11386;-12919_11387;-12919_11388;-12918_11387,,
31,L0031,Tartan Lake Mine,MBMINE-Tartan Lake Mine,Other metallic,Met,Au,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13676_12212,13,325.0,30,1.0,,,54.85309,-101.73388,-13678_12212;-13677_12211;-13677_12212;-13677_12213;-13676_12210;-13676_12211;-13676_12212;-13676_12213;-13676_12214;-13675_12211;-13675_12212;-13675_12213;-13674_12212,,
32,L0032,Tanco Mine (Bernic Lake),MBMINE-Tanco Mine (Bernic Lake),Other metallic,Met,"Ta, Cs",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-12832_11227,13,325.0,30,1.0,,,50.42851,-95.45251,-12834_11227;-12833_11226;-12833_11227;-12833_11228;-12832_11225;-12832_11226;-12832_11227;-12832_11228;-12832_11229;-12831_11226;-12831_11227;-12831_11228;-12830_11227,,
33,L0033,Bowden Shaft,MBMINE-Bowden Shaft,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13261_12228,13,325.0,30,1.0,,,54.923,-98.64344,-13263_12228;-13262_12227;-13262_12228;-13262_12229;-13261_12226;-13261_12227;-13261_12228;-13261_12229;-13261_12230;-13260_12227;-13260_12228;-13260_12229;-13259_12228,,
34,L0034,Rod #2,MBMINE-Rod #2,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13434_12208,13,325.0,30,1.0,,,54.83606,-99.93084,-13436_12208;-13435_12207;-13435_12208;-13435_12209;-13434_12206;-13434_12207;-13434_12208;-13434_12209;-13434_12210;-13433_12207;-13433_12208;-13433_12209;-13432_12208,,
35,L0035,Henderson Mine,MBMINE-Henderson Mine,Other metallic,Met,Col,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13519_10918,13,325.0,30,1.0,,,49.04154,-100.56488,-13521_10918;-13520_10917;-13520_10918;-13520_10919;-13519_10916;-13519_10917;-13519_10918;-13519_10919;-13519_10920;-13518_10917;-13518_10918;-13518_10919;-13517_10918,,
36,L0036,Silver Plains Mine,MBMINE-Silver Plains Mine,Other metallic,Met,Gp,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13076_11011,13,325.0,30,1.0,,,49.45667,-97.27001,-13078_11011;-13077_11010;-13077_11011;-13077_11012;-13076_11009;-13076_11010;-13076_11011;-13076_11012;-13076_11013;-13075_11010;-13075_11011;-13075_11012;-13074_11011,,
37,L0037,Bucko Mine,MBMINE-Bucko Mine,Other metallic,Met,,Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13263_12218,13,325.0,30,1.0,,,54.87953,-98.65625,-13265_12218;-13264_12217;-13264_12218;-13264_12219;-13263_12216;-13263_12217;-13263_12218;-13263_12219;-13263_12220;-13262_12217;-13262_12218;-13262_12219;-13261_12218,,
38,L0038,Thompson T-3 Shaft,MBMINE-Thompson T-3 Shaft,Other metallic,Met,"Ni, Cu, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13150_12408,13,325.0,30,1.0,,,55.73145,-97.81665,-13152_12408;-13151_12407;-13151_12408;-13151_12409;-13150_12406;-13150_12407;-13150_12408;-13150_12409;-13150_12410;-13149_12407;-13149_12408;-13149_12409;-13148_12408,,
39,L0039,Spruce Point,MBMINE-Spruce Point,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13498_12150,13,325.0,30,1.0,,,54.57578,-100.40254,-13500_12150;-13499_12149;-13499_12150;-13499_12151;-13498_12148;-13498_12149;-13498_12150;-13498_12151;-13498_12152;-13497_12149;-13497_12150;-13497_12151;-13496_12150,,
40,L0040,Namew Lake Shaft,MBMINE-Namew Lake Shaft,Other metallic,Met,"Ni, Cu, Au",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13682_12070,13,325.0,30,1.0,,,54.21387,-101.7733,-13684_12070;-13683_12069;-13683_12070;-13683_12071;-13682_12068;-13682_12069;-13682_12070;-13682_12071;-13682_12072;-13681_12069;-13681_12070;-13681_12071;-13680_12070,,
41,L0041,Ghost Lake (Lost Lake),MBMINE-Ghost Lake (Lost Lake),Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13454_12207,13,325.0,30,1.0,,,54.83114,-100.08016,-13456_12207;-13455_12206;-13455_12207;-13455_12208;-13454_12205;-13454_12206;-13454_12207;-13454_12208;-13454_12209;-13453_12206;-13453_12207;-13453_12208;-13452_12207,,
42,L0042,Westarm,MBMINE-Westarm,Other metallic,Met,"Cu, Zn, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13690_12165,13,325.0,30,1.0,,,54.64135,-101.83543,-13692_12165;-13691_12164;-13691_12165;-13691_12166;-13690_12163;-13690_12164;-13690_12165;-13690_12166;-13690_12167;-13689_12164;-13689_12165;-13689_12166;-13688_12165,,
43,L0043,Thompson T-1 Shaft,MBMINE-Thompson T-1 Shaft,Other metallic,Met,"Ni, Cu, Au, Ag",Past Producer,True,False,,,,no tonnage on record,,,,,0.0,,0,,,Past Producer (Met). Deposit itself unclaimed.,,-13155_12404,13,325.0,30,1.0,,,55.71698,-97.85498,-13157_12404;-13156_12403;-13156_12404;-13156_12405;-13155_12402;-13155_12403;-13155_12404;-13155_12405;-13155_12406;-13154_12403;-13154_12404;-13154_12405;-13153_12404,,
